[2025-05-05 17:09:23.471] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 17:09:37.374] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 17:09:37.375] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 17:09:37.397] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 17:09:37.398] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 17:09:37.589] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 17:09:37.590] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 17:09:37.704] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 17:09:37.706] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 17:09:37.808] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 17:09:37.809] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 17:09:37.880] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 17:09:37.881] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 17:09:37.918] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 17:09:37.919] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 17:09:38.023] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 17:09:38.025] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 17:09:38.139] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 17:09:38.140] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 17:09:38.251] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 17:09:38.252] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 17:09:38.350] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 17:09:38.352] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 17:09:38.378] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 17:09:38.379] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 17:09:38.457] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 17:09:38.461] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 17:09:38.567] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:38.570] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:38.684] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 17:09:38.685] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 17:09:38.795] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 17:09:38.799] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 17:09:38.875] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 17:09:38.875] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 17:09:38.897] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 17:09:38.898] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 17:09:39.017] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:39.017] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:39.119] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 17:09:39.122] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 17:09:39.231] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 17:09:39.234] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 17:09:39.332] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 17:09:39.332] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 17:09:39.394] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 17:09:39.395] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 17:09:39.449] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 17:09:39.450] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 17:09:39.553] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 17:09:39.555] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 17:09:39.663] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 17:09:39.665] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 17:09:39.765] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 17:09:39.766] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 17:09:39.872] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 17:09:39.873] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 17:09:39.917] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 17:09:39.918] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 17:09:39.986] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 17:09:39.987] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 17:09:40.111] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:40.113] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:40.222] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 17:09:40.224] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 17:09:40.329] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 17:09:40.331] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 17:09:40.421] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 17:09:40.422] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 17:09:40.439] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 17:09:40.440] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 17:09:40.543] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:40.544] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:40.657] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:40.659] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:40.866] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 17:09:40.868] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 17:09:40.916] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:40.917] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:40.986] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:40.988] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:41.095] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 17:09:41.098] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 17:09:41.192] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 17:09:41.193] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.73
[2025-05-05 17:09:41.302] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 17:09:41.303] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 17:09:41.421] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 17:09:41.423] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 17:09:41.445] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 17:09:41.446] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 17:09:41.624] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 17:09:41.624] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.95
[2025-05-05 17:09:41.748] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:41.751] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:41.850] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 17:09:41.850] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 17:09:41.935] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 17:09:41.936] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 17:09:41.974] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 17:09:41.974] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 17:09:42.187] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:42.189] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:42.286] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 17:09:42.289] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 17:09:42.399] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:42.404] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:42.424] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:42.425] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:42.505] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 17:09:42.506] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 17:09:42.611] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 17:09:42.613] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 17:09:42.730] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:42.732] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:42.838] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 17:09:42.840] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 17:09:42.922] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 17:09:42.924] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 17:09:42.939] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:42.940] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:43.050] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 17:09:43.051] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 17:09:43.169] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 17:09:43.170] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 17:09:43.277] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 17:09:43.279] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 17:09:43.376] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 17:09:43.377] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 17:09:43.402] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 17:09:43.403] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 17:09:43.501] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:43.503] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:43.600] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 17:09:43.600] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 17:09:43.818] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:43.822] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:43.908] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 17:09:43.910] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 17:09:43.934] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:43.935] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:44.049] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 17:09:44.051] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 17:09:44.165] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 17:09:44.166] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 17:09:44.272] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 17:09:44.272] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 17:09:44.432] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:44.434] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:44.480] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 17:09:44.481] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 17:09:44.590] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:44.592] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 17:09:44.715] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:44.718] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 17:09:44.821] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:44.821] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 17:09:44.912] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 17:09:44.914] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 17:09:44.930] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 17:09:44.931] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 17:09:45.045] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 17:09:45.047] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 17:09:45.140] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 17:09:45.141] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 17:09:45.251] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 17:09:45.252] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 17:09:45.367] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 17:09:45.368] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 17:09:45.404] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 17:09:45.404] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.94
[2025-05-05 17:09:45.464] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 17:09:45.465] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 17:09:45.590] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 17:09:45.592] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 17:09:45.689] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 17:09:45.690] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 17:09:45.801] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 17:09:45.802] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 17:09:45.907] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:45.908] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 17:09:45.914] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 17:09:45.915] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 17:09:46.033] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 17:09:46.035] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 17:09:46.146] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 17:09:46.146] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:05:42.926] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:05:42.927] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:05:43.024] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:05:43.024] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:05:43.134] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:05:43.136] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:05:43.232] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:05:43.235] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:05:43.266] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:05:43.268] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:05:43.491] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:05:43.493] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
